,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
503832,132,Rogue Ales,1227318814,2.5,3.0,3.0,bashiba,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503833,132,Rogue Ales,1226105114,3.5,4.0,4.0,ccrida,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503834,132,Rogue Ales,1225767688,4.0,3.5,3.5,jeffmonarch,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503835,132,Rogue Ales,1224139746,3.5,2.5,3.5,illidurit,American Malt Liquor,3.5,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503836,132,Rogue Ales,1223398417,4.0,3.0,2.5,ckaufman,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503837,132,Rogue Ales,1222815181,3.5,3.0,3.5,Blakaeris,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503838,132,Rogue Ales,1222288653,3.5,3.0,4.0,lordofthewiens,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503839,132,Rogue Ales,1221972638,4.0,3.5,3.0,DoubleJ,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503840,132,Rogue Ales,1220744074,3.5,3.5,4.0,BeerSox,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503841,132,Rogue Ales,1219883320,2.5,3.0,2.5,Georgiabeer,American Malt Liquor,2.5,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503842,132,Rogue Ales,1219783513,2.0,2.0,2.0,xare,American Malt Liquor,2.5,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503843,132,Rogue Ales,1219347313,3.0,3.0,3.5,Phyl21ca,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503844,132,Rogue Ales,1219006695,2.5,3.0,3.5,Goliath,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503845,132,Rogue Ales,1218632023,4.0,3.5,3.5,JamesS,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503846,132,Rogue Ales,1218324593,4.0,4.0,4.0,dsa7783,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503847,132,Rogue Ales,1217982374,3.5,3.5,3.5,number1bum,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503848,132,Rogue Ales,1217201085,3.5,3.0,4.0,flexabull,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503849,132,Rogue Ales,1216065373,4.0,4.0,4.0,Brad007,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503850,132,Rogue Ales,1214010141,3.0,3.0,2.5,budgood1,American Malt Liquor,2.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503851,132,Rogue Ales,1216000396,4.0,3.0,3.5,prototypic,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503852,132,Rogue Ales,1215916640,3.5,3.0,4.0,medic25,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503853,132,Rogue Ales,1215758549,4.0,4.0,3.0,shadow1961,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503854,132,Rogue Ales,1214775415,2.0,2.5,5.0,nowise,American Malt Liquor,2.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503855,132,Rogue Ales,1214630556,1.5,4.0,1.5,MusicaleMike,American Malt Liquor,4.0,2.0,Dad's Little Helper Malt Liquor,7.2,30424
503856,132,Rogue Ales,1214531775,3.0,2.5,3.0,Cyberkedi,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503857,132,Rogue Ales,1214115821,3.0,3.0,3.0,goschool,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503858,132,Rogue Ales,1213601047,4.0,3.5,3.5,PatrickJR,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503859,132,Rogue Ales,1213576477,3.5,3.5,3.5,fitzy84,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503860,132,Rogue Ales,1211772106,3.5,3.5,3.5,Slynger,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503861,132,Rogue Ales,1211677324,4.0,3.5,3.5,jasonjlewis,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503862,132,Rogue Ales,1210303332,4.0,4.0,3.5,jwc215,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503863,132,Rogue Ales,1208965697,3.5,3.0,3.5,Portertime,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503864,132,Rogue Ales,1208399507,4.0,3.5,4.0,Derek,American Malt Liquor,4.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503865,132,Rogue Ales,1208383429,2.5,2.5,3.5,northyorksammy,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503866,132,Rogue Ales,1206843546,3.0,2.0,2.5,danielharper,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503867,132,Rogue Ales,1205292794,3.5,4.0,3.0,erosier,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503869,132,Rogue Ales,1205040270,3.5,3.0,3.5,Finn,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503870,132,Rogue Ales,1204640252,3.5,3.0,4.0,charlzm,American Malt Liquor,4.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503871,132,Rogue Ales,1203621917,3.5,4.0,3.5,hustlesworth,American Malt Liquor,3.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503872,132,Rogue Ales,1202009820,2.5,4.0,2.0,cracgor,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503873,132,Rogue Ales,1201740767,4.0,3.0,4.0,irishkyle21,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503874,132,Rogue Ales,1201067856,4.0,3.5,3.0,twbrewer,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503875,132,Rogue Ales,1200973262,4.0,3.5,3.5,BigJTrucker,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503876,132,Rogue Ales,1198979248,4.0,3.5,3.5,RblWthACoz,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503877,132,Rogue Ales,1198623981,3.5,3.0,2.5,Floydster,American Malt Liquor,2.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503878,132,Rogue Ales,1197440898,3.0,2.5,3.0,Dotcubed,American Malt Liquor,2.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503879,132,Rogue Ales,1196660380,4.0,4.0,3.5,pmcadamis,American Malt Liquor,4.5,4.5,Dad's Little Helper Malt Liquor,7.2,30424
503880,132,Rogue Ales,1196219157,4.5,4.0,3.5,Westsidethreat,American Malt Liquor,4.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503881,132,Rogue Ales,1195964058,4.5,5.0,5.0,bboven,American Malt Liquor,2.5,5.0,Dad's Little Helper Malt Liquor,7.2,30424
503882,132,Rogue Ales,1195942996,3.0,3.5,4.0,shirfan,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503883,132,Rogue Ales,1195270757,4.0,4.0,3.5,baos,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503884,132,Rogue Ales,1195012466,4.0,2.5,2.5,stuckonhops,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503885,132,Rogue Ales,1193026571,3.0,4.0,3.5,PSUDREW,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503886,132,Rogue Ales,1185501575,4.0,3.5,4.0,jwilli7122,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503887,132,Rogue Ales,1192581616,3.0,3.5,3.0,Halcyondays,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503888,132,Rogue Ales,1192549945,4.0,3.5,4.0,BEERchitect,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503889,132,Rogue Ales,1192004009,4.0,3.0,3.5,rallison,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503890,132,Rogue Ales,1191702067,3.5,3.5,3.0,Gusler,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503891,132,Rogue Ales,1191685722,2.0,2.5,2.0,Marcus6679,American Malt Liquor,2.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503892,132,Rogue Ales,1191550758,2.5,2.5,2.5,GregBlatz,American Malt Liquor,4.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503893,132,Rogue Ales,1191307114,2.5,2.5,3.0,cokes,American Malt Liquor,2.5,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503894,132,Rogue Ales,1181104537,3.5,3.0,3.5,tempest,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503895,132,Rogue Ales,1191123205,3.5,3.0,3.5,Zorro,American Malt Liquor,3.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503896,132,Rogue Ales,1190339596,3.0,3.0,4.0,cswhitehorse,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503897,132,Rogue Ales,1188625142,2.5,2.5,3.0,BeerDreadz,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503898,132,Rogue Ales,1187890827,4.0,2.0,3.0,SPLITGRIN,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503899,132,Rogue Ales,1187848123,3.0,3.5,3.5,crayphish,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503900,132,Rogue Ales,1187827851,4.0,2.5,2.5,mikesgroove,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503901,132,Rogue Ales,1186192784,4.0,4.0,3.5,gmcfarre,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503902,132,Rogue Ales,1185810831,3.5,3.5,4.0,Shades,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503903,132,Rogue Ales,1185719006,3.0,3.5,3.5,sulldaddy,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503904,132,Rogue Ales,1185585913,4.0,3.5,3.5,WesWes,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503905,132,Rogue Ales,1184804243,3.5,3.5,3.5,CWiggins,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503906,132,Rogue Ales,1184287469,2.5,2.0,2.5,taez555,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503907,132,Rogue Ales,1184112300,3.0,3.5,2.5,BeerZack,American Malt Liquor,2.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503908,132,Rogue Ales,1184104909,1.0,1.0,2.5,warmstorage,American Malt Liquor,1.5,1.0,Dad's Little Helper Malt Liquor,7.2,30424
503909,132,Rogue Ales,1184022482,2.5,3.0,3.0,WVbeergeek,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503910,132,Rogue Ales,1183065561,2.0,2.5,2.5,cjgator3,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503911,132,Rogue Ales,1182800423,4.0,3.5,3.5,canucklehead,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503912,132,Rogue Ales,1182525654,3.0,3.5,3.5,BretSikkink,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503913,132,Rogue Ales,1182169699,3.5,3.0,3.0,Onibubba,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503915,132,Rogue Ales,1182124375,2.5,2.5,2.5,DavidSeanNJ,American Malt Liquor,3.0,2.0,Dad's Little Helper Malt Liquor,7.2,30424
503916,132,Rogue Ales,1182109061,2.5,3.0,2.0,MmmIPA,American Malt Liquor,2.5,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503917,132,Rogue Ales,1182051653,3.0,3.0,3.0,BDTyre,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503918,132,Rogue Ales,1181868724,3.0,3.0,3.0,BeerBelcher,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503919,132,Rogue Ales,1181795480,2.5,3.5,3.0,feloniousmonk,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503920,132,Rogue Ales,1181792022,3.5,3.5,4.0,atsprings,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503921,132,Rogue Ales,1181763228,2.0,3.0,3.5,dfried,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503922,132,Rogue Ales,1181490523,4.0,3.5,3.5,umustdrink,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503923,132,Rogue Ales,1321853784,4.5,4.0,4.0,bmo56,American Malt Liquor,5.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503924,132,Rogue Ales,1321587058,4.5,4.0,3.5,Jimmys,American Malt Liquor,4.0,4.5,Dad's Little Helper Malt Liquor,7.2,30424
503926,132,Rogue Ales,1315692461,2.5,3.0,3.0,oline73,American Malt Liquor,2.5,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503927,132,Rogue Ales,1315278133,3.0,3.0,3.5,ummswimmin,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503928,132,Rogue Ales,1315153125,3.5,3.5,3.0,Naugros,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503929,132,Rogue Ales,1313436880,4.0,3.5,3.5,angrybabboon,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503930,132,Rogue Ales,1310923514,3.5,3.0,4.5,IronCitySteve,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503931,132,Rogue Ales,1310129643,3.5,3.0,4.0,AgentZero,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503932,132,Rogue Ales,1310015857,3.5,3.5,3.5,mactrail,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503933,132,Rogue Ales,1309299801,3.0,3.0,4.0,LXIXME,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503934,132,Rogue Ales,1181443986,3.5,2.5,3.5,peabody,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503935,132,Rogue Ales,1181003397,3.5,3.5,4.0,jpm30,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503936,132,Rogue Ales,1180908444,2.0,1.5,2.5,ChainGangGuy,American Malt Liquor,2.0,2.0,Dad's Little Helper Malt Liquor,7.2,30424
503937,132,Rogue Ales,1180619339,3.5,3.0,3.0,icemonkey908,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503938,132,Rogue Ales,1180314365,3.5,3.5,4.0,arguemaniac,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503939,132,Rogue Ales,1180301254,3.0,3.5,4.0,oberon,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503940,132,Rogue Ales,1179532057,2.5,3.0,2.5,BMoney575,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503941,132,Rogue Ales,1179453972,3.5,3.0,3.0,cichief,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503942,132,Rogue Ales,1178630935,4.0,3.0,4.0,BuckeyeNation,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503943,132,Rogue Ales,1178586877,3.0,3.5,3.0,NEhophead,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503944,132,Rogue Ales,1177306405,2.5,2.5,3.0,Padron4KM,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503945,132,Rogue Ales,1177274090,4.0,3.0,3.0,theWrkncacnter,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503946,132,Rogue Ales,1173633777,3.5,4.0,3.0,GClarkage,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503947,132,Rogue Ales,1172804083,2.5,2.0,3.0,dgfair,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503948,132,Rogue Ales,1171658966,3.0,2.5,2.5,Minkybut,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503949,132,Rogue Ales,1169338401,4.0,3.5,3.5,GreenWBush,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503950,132,Rogue Ales,1168313672,3.0,4.0,3.5,therica,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503951,132,Rogue Ales,1166837227,3.0,4.0,3.5,JasonA,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503952,132,Rogue Ales,1166755890,2.5,3.0,3.0,Cresant,American Malt Liquor,2.5,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503953,132,Rogue Ales,1166242030,3.5,4.0,4.0,Frozensoul327,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503954,132,Rogue Ales,1165970202,4.0,3.5,3.5,NeroFiddled,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503955,132,Rogue Ales,1161824031,3.0,2.5,3.0,msolar,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503956,132,Rogue Ales,1161648836,3.0,3.0,3.0,Wasatch,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503957,132,Rogue Ales,1161553251,2.5,1.5,2.0,johnbonham1980,American Malt Liquor,2.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503958,132,Rogue Ales,1160956668,2.0,3.0,3.5,mentor,American Malt Liquor,2.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503959,132,Rogue Ales,1160742235,2.5,2.5,3.0,Gavage,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503960,132,Rogue Ales,1160618579,3.0,3.5,3.0,Bighuge,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503961,132,Rogue Ales,1160436192,4.5,4.5,4.0,nortmand,American Malt Liquor,4.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503962,132,Rogue Ales,1158988623,4.0,3.5,3.0,wedge,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503963,132,Rogue Ales,1158988558,3.5,3.5,3.5,tastybeer,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503964,132,Rogue Ales,1157922946,3.0,3.0,3.5,SaCkErZ9,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503965,132,Rogue Ales,1157662560,3.0,3.0,3.0,Dogbrick,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503966,132,Rogue Ales,1157595821,3.5,3.0,3.5,brewdlyhooked13,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503967,132,Rogue Ales,1157395133,2.5,2.0,2.5,IronDjinn,American Malt Liquor,3.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503968,132,Rogue Ales,1157340614,3.5,3.0,4.0,beersabound,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503969,132,Rogue Ales,1157318512,3.5,3.0,3.0,Toddv29424,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503970,132,Rogue Ales,1156949238,3.0,2.5,3.0,jarsh,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503971,132,Rogue Ales,1156416047,2.0,2.5,2.5,Jredner,American Malt Liquor,3.0,1.5,Dad's Little Helper Malt Liquor,7.2,30424
503972,132,Rogue Ales,1156214713,4.0,4.0,3.0,goodbyeohio,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503973,132,Rogue Ales,1155959592,4.5,2.5,3.5,mobyfann,American Malt Liquor,3.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503974,132,Rogue Ales,1155928587,3.0,3.0,2.5,MSchae1017,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503975,132,Rogue Ales,1155864586,2.5,3.0,3.0,jmz62565,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503976,132,Rogue Ales,1155527552,4.5,3.5,4.0,nriech,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503977,132,Rogue Ales,1155094686,4.0,3.5,3.5,TastyTaste,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503978,132,Rogue Ales,1154736200,4.0,4.0,3.0,johnniemarg,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503979,132,Rogue Ales,1154484820,4.0,3.0,4.0,laintringulis,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503980,132,Rogue Ales,1154281248,3.5,3.5,3.0,orbitalr0x,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503981,132,Rogue Ales,1154230138,4.0,4.0,3.5,wcudwight,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503982,132,Rogue Ales,1154197272,3.0,2.5,3.5,Enola,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503983,132,Rogue Ales,1153964382,3.0,3.5,3.0,Gritsak,American Malt Liquor,3.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503984,132,Rogue Ales,1153607914,4.0,4.0,4.0,Drew966,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503985,132,Rogue Ales,1153118422,3.0,4.0,4.0,silver0rlead,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503986,132,Rogue Ales,1152937345,4.5,2.5,4.0,UncleFlip,American Malt Liquor,3.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503987,132,Rogue Ales,1152415214,3.0,3.0,3.5,rhoadsrage,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503988,132,Rogue Ales,1152167808,3.0,3.0,3.0,kgotcher,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503989,132,Rogue Ales,1152129362,3.5,3.0,2.5,daliandragon,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503990,132,Rogue Ales,1152027406,2.0,2.5,3.0,MarkBlackout,American Malt Liquor,4.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503991,132,Rogue Ales,1151729639,3.5,3.0,3.0,mjd83goblue,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503992,132,Rogue Ales,1151673123,2.5,2.0,2.0,rodrot,American Malt Liquor,1.5,2.0,Dad's Little Helper Malt Liquor,7.2,30424
503994,132,Rogue Ales,1151320367,4.5,3.5,3.5,nlmartin,American Malt Liquor,4.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
503995,132,Rogue Ales,1151202854,4.0,4.0,4.0,blackie,American Malt Liquor,4.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503996,132,Rogue Ales,1151042846,4.0,4.0,4.0,SupaCelt,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
503997,132,Rogue Ales,1151041269,3.0,3.0,3.0,scruffwhor,American Malt Liquor,2.0,2.5,Dad's Little Helper Malt Liquor,7.2,30424
503998,132,Rogue Ales,1150774561,2.0,2.0,4.0,RonfromJersey,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
503999,132,Rogue Ales,1150575642,3.5,3.0,2.5,sabrills70,American Malt Liquor,3.5,4.0,Dad's Little Helper Malt Liquor,7.2,30424
504000,132,Rogue Ales,1150245002,3.0,3.5,2.5,Golden2wenty1,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
504001,132,Rogue Ales,1150164004,4.0,3.0,4.0,tavernjef,American Malt Liquor,4.5,3.5,Dad's Little Helper Malt Liquor,7.2,30424
504002,132,Rogue Ales,1149947766,4.0,3.0,3.0,cproioi,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
504003,132,Rogue Ales,1149710100,3.5,3.5,4.0,Foxman,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
504004,132,Rogue Ales,1149472956,3.5,2.0,2.0,BobWoodshed,American Malt Liquor,3.0,2.0,Dad's Little Helper Malt Liquor,7.2,30424
504005,132,Rogue Ales,1148593584,3.5,3.5,3.5,GCBrewingCo,American Malt Liquor,3.5,3.0,Dad's Little Helper Malt Liquor,7.2,30424
504006,132,Rogue Ales,1148260198,4.0,2.5,2.5,mynie,American Malt Liquor,4.0,3.5,Dad's Little Helper Malt Liquor,7.2,30424
504007,132,Rogue Ales,1148091021,3.0,2.5,4.0,MaltyGoodness,American Malt Liquor,3.0,3.0,Dad's Little Helper Malt Liquor,7.2,30424
504009,132,Rogue Ales,1148080992,2.5,2.5,3.0,mmmmBEEEER,American Malt Liquor,2.5,2.5,Dad's Little Helper Malt Liquor,7.2,30424
504010,132,Rogue Ales,1148016893,4.0,3.0,4.0,Shaw,American Malt Liquor,4.0,4.0,Dad's Little Helper Malt Liquor,7.2,30424
